,formatted_address,latitude,longitude,coordinates,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
13,"Timmins, ON P4N 2S7, Canada",48.4755455,-81.3369307,"48.4755455,-81.3369307",APPROXIMATE,ChIJF9iwT-KlPE0RJzwQZwmH5BY,postal_code,P4N 2S7,P4N 2S7,1,OK
14,"401-4473 Innes Rd, Orléans, ON K4A 1A7, Canada",45.46135630000001,-75.48638059999999,"45.46135630000001,-75.48638059999999",ROOFTOP,ChIJ47AxokUSzkwRr8P3s4HLp4E,"establishment,point_of_interest",K4A 1A7,K4A 1A7,1,OK
15,"Brantford, ON N3T 2X1, Canada",43.1426098,-80.2611423,"43.1426098,-80.2611423",APPROXIMATE,ChIJ0QSeeQlmLIgRuCL88DxxWlY,postal_code,N3T 2X1,N3T 2X1,1,OK
16,"Kapuskasing, ON P5N 1T7, Canada",49.41759099999999,-82.4257349,"49.41759099999999,-82.4257349",APPROXIMATE,ChIJ59OP0rDfPU0Rr8fjbQ0LBBM,postal_code,P5N 1T7,P5N 1T7,1,OK
17,"Hearst, ON P0L 1N0, Canada",49.7922368,-83.81244830000001,"49.7922368,-83.81244830000001",APPROXIMATE,ChIJiSaw-VLjP00RUQTGOXcg8BY,postal_code,P0L 1N0,P0L 1N0,1,OK
18,"Welland, ON L3B 6A4, Canada",42.9908438,-79.25081949999999,"42.9908438,-79.25081949999999",APPROXIMATE,ChIJAbj3n85J04kR5jdYTy9S56M,postal_code,L3B 6A4,L3B 6A4,1,OK
19,"37 Sandiford Dr, Whitchurch-Stouffville, ON L4A 3Z2, Canada",43.9654244,-79.2695166,"43.9654244,-79.2695166",ROOFTOP,ChIJUZmGNEop1YkRpTBBdzyj8eg,"establishment,point_of_interest",L4A 3Z2,L4A 3Z2,1,OK
20,"Scarborough, ON M1S 1V3, Canada",43.7881581,-79.26379109999999,"43.7881581,-79.26379109999999",APPROXIMATE,ChIJIXC-pA3R1IkRDmwRZ8TMZWc,postal_code,M1S 1V3,M1S 1V3,1,OK
21,"North York, ON M2N 1M7, Canada",43.7597946,-79.41755119999999,"43.7597946,-79.41755119999999",APPROXIMATE,ChIJ5_k2SHwtK4gROI9hYmzoaEA,postal_code,M2N 1M7,M2N 1M7,1,OK
22,"Brockville, ON K6V 5J9, Canada",44.5904012,-75.7033644,"44.5904012,-75.7033644",APPROXIMATE,ChIJA7QUfgYPzUwRqNl-V_Nc6kU,postal_code,K6V 5J9,K6V 5J9,1,OK
23,"Whitby, ON L1N 2H7, Canada",43.8807002,-78.9410221,"43.8807002,-78.9410221",APPROXIMATE,ChIJyQRbvhIe1YkRZWYn1baiWXw,postal_code,L1N 2H7,L1N 2H7,1,OK
24,"Vanier, ON K1L 6C7, Canada",45.4360227,-75.66255009999999,"45.4360227,-75.66255009999999",APPROXIMATE,ChIJhfh3uWoFzkwRqj_EDDQJDVg,postal_code,K1L 6C7,K1L 6C7,1,OK
25,"North York, ON M3A 1C1, Canada",43.7415106,-79.3196212,"43.7415106,-79.3196212",APPROXIMATE,ChIJRzwcgoXN1IkRZeg8p5giaSM,postal_code,M3A 1C1,M3A 1C1,1,OK
26,"Oakville, ON L6K 1J2, Canada",43.4411363,-79.67555709999999,"43.4411363,-79.67555709999999",APPROXIMATE,ChIJOeJVVvRcK4gR3hyeI9JYaQ8,postal_code,L6K 1J2,L6K 1J2,1,OK
27,"Mississauga, ON L5H 1E8, Canada",43.5499744,-79.587998,"43.5499744,-79.587998",APPROXIMATE,ChIJ2cUJ_HNGK4gRNt7YRmieyEw,postal_code,L5H 1E8,L5H 1E8,1,OK
28,"Barrie, ON L4M 6E4, Canada",44.40851869999999,-79.68353669999999,"44.40851869999999,-79.68353669999999",APPROXIMATE,ChIJiwGrmBCjKogRtDn24d0MvkA,postal_code,L4M 6E4,L4M 6E4,1,OK
29,"Orillia, ON L3V 3L1, Canada",44.6097742,-79.42193979999999,"44.6097742,-79.42193979999999",APPROXIMATE,ChIJIdKUjjqpKk0R3Tamx8h4wD0,postal_code,L3V 3L1,L3V 3L1,1,OK
30,"Midland, ON L4R 3M5, Canada",44.74934,-79.8843674,"44.74934,-79.8843674",APPROXIMATE,ChIJH0cCKBDbKk0RLEngZLTpJL4,postal_code,L4R 3M5,L4R 3M5,1,OK
31,"Newmarket, ON L3X 1V6, Canada",44.0343966,-79.4735525,"44.0343966,-79.4735525",APPROXIMATE,ChIJB6XhrYfRKogR-OdTR2GfuC0,postal_code,L3X 1V6,L3X 1V6,1,OK
32,"North Bay, ON P1B 1B2, Canada",46.3080308,-79.4624743,"46.3080308,-79.4624743",APPROXIMATE,ChIJv_7PHYWqKU0RIJ_teV2ovdg,postal_code,P1B 1B2,P1B 1B2,1,OK
33,"Kitchener, ON N2P 2E9, Canada",43.4077793,-80.3982216,"43.4077793,-80.3982216",APPROXIMATE,ChIJi5D4L0OKK4gRJy-C0uj_V8A,postal_code,N2P 2E9,N2P 2E9,1,OK
34,"Waterloo, ON N2J 4P9, Canada",43.4632558,-80.52040269999999,"43.4632558,-80.52040269999999",APPROXIMATE,ChIJpeTxam30K4gRJtKX2-nLk3c,postal_code,N2J 4P9,N2J 4P9,1,OK
35,"Etobicoke, ON M9V 1A3, Canada",43.7345969,-79.5601684,"43.7345969,-79.5601684",APPROXIMATE,ChIJa5CMgn8wK4gRleA6tsxWdZk,postal_code,M9V 1A3,M9V 1A3,1,OK
36,"Ottawa, ON K1V 7Y6, Canada",45.37448870000001,-75.6661981,"45.37448870000001,-75.6661981",APPROXIMATE,ChIJ_RJTmakIzkwRnF789q9Am2M,postal_code,K1V 7Y6,K1V 7Y6,1,OK
37,"Oshawa, ON L1G 4B6, Canada",43.8991742,-78.8670156,"43.8991742,-78.8670156",APPROXIMATE,ChIJr4bZI-Qc1YkRH6vUzQbBfVM,postal_code,L1G 4B6,L1G 4B6,1,OK
38,"Kanata, ON K2M 1P6, Canada",45.2848076,-75.8700583,"45.2848076,-75.8700583",APPROXIMATE,ChIJC_DTTwL_zUwR1pMiyZRvEWk,postal_code,K2M 1P6,K2M 1P6,1,OK
39,"Fort Erie, ON L2A 3R4, Canada",42.9118012,-78.9155639,"42.9118012,-78.9155639",APPROXIMATE,ChIJyShKwnAT04kRzwj2YoFSuWY,postal_code,L2A 3R4,L2A 3R4,1,OK
40,"Niagara Falls, ON L2E 6Z8, Canada",43.1035381,-79.0975136,"43.1035381,-79.0975136",APPROXIMATE,ChIJxRbzkkRD04kRdvjHWi4PZ1A,postal_code,L2E 6Z8,L2E 6Z8,1,OK
41,"Richmond, ON K0A 2Z0, Canada",45.1496224,-75.80888139999999,"45.1496224,-75.80888139999999",APPROXIMATE,ChIJWSmp-5DwzUwRF3fzSGCPZGY,postal_code,K0A 2Z0,K0A 2Z0,1,OK
42,"Milton, ON L9T 4X5, Canada",43.51728960000001,-79.8778959,"43.51728960000001,-79.8778959",APPROXIMATE,ChIJf4s-GKFvK4gRmS9qhCJGXf0,postal_code,L9T 4X5,L9T 4X5,1,OK
43,"Toronto, ON M5T 2R9, Canada",43.6483766,-79.4047109,"43.6483766,-79.4047109",APPROXIMATE,ChIJ37luDuc0K4gR7D_8PFiA6h4,postal_code,M5T 2R9,M5T 2R9,1,OK
44,"Thunder Bay, ON P7B 3C1, Canada",48.4307275,-89.23006389999999,"48.4307275,-89.23006389999999",APPROXIMATE,ChIJkX50qS4iWU0R3xRsDN-e0gk,postal_code,P7B 3C1,P7B 3C1,1,OK
45,"Windsor, ON N8X 1T3, Canada",42.288292,-83.02741019999999,"42.288292,-83.02741019999999",APPROXIMATE,ChIJQ69OT08sO4gRLG0gX7u-dpM,postal_code,N8X 1T3,N8X 1T3,1,OK
46,"Hanmer, ON P3P 1P7, Canada",46.645687,-80.97220089999999,"46.645687,-80.97220089999999",APPROXIMATE,ChIJ9zyprkemL00RnFrEysLqqg4,postal_code,P3P 1P7,P3P 1P7,1,OK
47,"12 Perry St, Woodstock, ON N4S 3C2, Canada",43.129177,-80.75938409999999,"43.129177,-80.75938409999999",ROOFTOP,ChIJ0WPEek8yWkARtzeUnnRu3no,"establishment,health,hospital,point_of_interest",N4S 3C2,N4S 3C2,1,OK
48,"Ottawa, ON K2P 0P4, Canada",45.4112418,-75.6883687,"45.4112418,-75.6883687",APPROXIMATE,ChIJJR6zqLoFzkwRDzVCvNxjfOs,postal_code,K2P 0P4,K2P 0P4,1,OK
49,"Elmira, ON N3B 2M6, Canada",43.5985067,-80.5585148,"43.5985067,-80.5585148",APPROXIMATE,ChIJzeY-UY7uK4gRkg9U_lsVEUM,postal_code,N3B 2M6,N3B 2M6,1,OK
50,"York, ON M9N 1W8, Canada",43.7011134,-79.5183641,"43.7011134,-79.5183641",APPROXIMATE,ChIJnabPs9kwK4gRtwkX7JdVw4A,postal_code,M9N 1W8,M9N 1W8,1,OK
51,"Windsor, ON N8T 1C7, Canada",42.3093915,-82.9590614,"42.3093915,-82.9590614",APPROXIMATE,ChIJhVTGLxorO4gR2LEjg7E-nVk,postal_code,N8T 1C7,N8T 1C7,1,OK
52,"Perth, ON K7H 3A5, Canada",44.9099759,-76.2666017,"44.9099759,-76.2666017",APPROXIMATE,ChIJ65VHAI960kwRB9RNFs-oS4Y,postal_code,K7H 3A5,K7H 3A5,1,OK
53,"195 Norseman St, Etobicoke, ON M8Z 0E9, Canada",43.633196,-79.52219629999999,"43.633196,-79.52219629999999",ROOFTOP,ChIJ5yhTY7Q3K4gRi4GxVZhzOG0,"establishment,point_of_interest",M8Z 0E9,M8Z 0E9,1,OK
54,"Hamilton, ON L8N 2A1, Canada",43.25528629999999,-79.8684462,"43.25528629999999,-79.8684462",APPROXIMATE,ChIJEwZPrISbLIgRr0apJnRnX5o,postal_code,L8N 2A1,L8N 2A1,1,OK
55,"Scarborough, ON M1J 3M4, Canada",43.7475204,-79.2073107,"43.7475204,-79.2073107",APPROXIMATE,ChIJb-ng9QXQ1IkR9ReaBxPtetI,postal_code,M1J 3M4,M1J 3M4,1,OK
56,"Orangeville, ON L9W 1K3, Canada",43.9190708,-80.09696509999999,"43.9190708,-80.09696509999999",APPROXIMATE,ChIJ90g8kp0AK4gRkfmn7oN-PG4,postal_code,L9W 1K3,L9W 1K3,1,OK
57,"Markham, ON L3R 5H4, Canada",43.8351368,-79.3340577,"43.8351368,-79.3340577",APPROXIMATE,ChIJKcRoAGPU1IkRpTU6MuXsA40,postal_code,L3R 5H4,L3R 5H4,1,OK
58,"Cambridge, ON N3H 1C2, Canada",43.4011273,-80.36108,"43.4011273,-80.36108",APPROXIMATE,ChIJN33sQvOJK4gR88Goe5YQ1rA,postal_code,N3H 1C2,N3H 1C2,1,OK
59,"Toronto, ON M6P 1Y6, Canada",43.665201,-79.4635328,"43.665201,-79.4635328",APPROXIMATE,ChIJMSkZDSI0K4gRaxDJXv6bXiQ,postal_code,M6P 1Y6,M6P 1Y6,1,OK
60,"North York, ON M2J 1W8, Canada",43.774299,-79.3300086,"43.774299,-79.3300086",APPROXIMATE,ChIJgb36cFnS1IkRGcDfXTZcVH0,postal_code,M2J 1W8,M2J 1W8,1,OK
61,"London, ON N6B 3N2, Canada",42.9844534,-81.23820119999999,"42.9844534,-81.23820119999999",APPROXIMATE,ChIJ39kX1Q_yLogRUFB34rHY9KU,postal_code,N6B 3N2,N6B 3N2,1,OK
62,"Barrie, ON L4N 0W5, Canada",44.3394869,-79.6638933,"44.3394869,-79.6638933",APPROXIMATE,ChIJDflQomS8KogRQjnvSjRRL8c,postal_code,L4N 0W5,L4N 0W5,1,OK
63,"Madoc, ON K0K 2K0, Canada",44.71757729999999,-77.4338702,"44.71757729999999,-77.4338702",APPROXIMATE,ChIJz88ye6I700wRA9KkYefyEAI,postal_code,K0K 2K0,K0K 2K0,1,OK
64,"Napanee, ON K7R 1Z4, Canada",44.2466873,-76.9511632,"44.2466873,-76.9511632",APPROXIMATE,ChIJyeZFkpzY14kRFW8Z6qj9cMI,postal_code,K7R 1Z4,K7R 1Z4,1,OK
65,"Mississauga, ON L5R 3K7, Canada",43.60332529999999,-79.6489825,"43.60332529999999,-79.6489825",APPROXIMATE,ChIJl3p8uzRHK4gRruP_rKY22lY,postal_code,L5R 3K7,L5R 3K7,1,OK
66,"King City, ON L7B 1L3, Canada",43.9297312,-79.52697239999999,"43.9297312,-79.52697239999999",APPROXIMATE,ChIJyVzeeMXXKogR07nqIh-4Uco,postal_code,L7B 1L3,L7B 1L3,1,OK
67,"Kitchener, ON N2H 6M8, Canada",43.4496458,-80.4869641,"43.4496458,-80.4869641",APPROXIMATE,ChIJZTJSnu30K4gRVp1AbcaJG9M,postal_code,N2H 6M8,N2H 6M8,1,OK
68,"Nepean, ON K2H 8X4, Canada",45.3242643,-75.7798651,"45.3242643,-75.7798651",APPROXIMATE,ChIJV5ZRpFsHzkwR3MaBQKkDY0o,postal_code,K2H 8X4,K2H 8X4,1,OK
69,"Sioux Lookout, ON P8T 1A1, Canada",50.0976744,-91.9185249,"50.0976744,-91.9185249",APPROXIMATE,ChIJBajqOrybmFIRTL8_ZU2aK8Q,postal_code,P8T 1A1,P8T 1A1,1,OK
70,"Elliot Lake, ON P5A 2A4, Canada",46.3858291,-82.64725519999999,"46.3858291,-82.64725519999999",APPROXIMATE,ChIJU4hkXkUOMU0RVx2l-iXGHKI,postal_code,P5A 2A4,P5A 2A4,1,OK
71,"North York, ON M6B 3S6, Canada",43.7075638,-79.4536878,"43.7075638,-79.4536878",APPROXIMATE,ChIJVXP__MMzK4gRIF4aHn6uo8c,postal_code,M6B 3S6,M6B 3S6,1,OK
72,"Thornhill, ON L4J 3M8, Canada",43.8090179,-79.4608958,"43.8090179,-79.4608958",APPROXIMATE,ChIJP_AcQCUsK4gRzdkPG74jMZc,postal_code,L4J 3M8,L4J 3M8,1,OK
73,"Cornwall, ON K6J 1G5, Canada",45.0168215,-74.7317206,"45.0168215,-74.7317206",APPROXIMATE,ChIJ0zNzIk4XzEwRoXg8rxiMzrg,postal_code,K6J 1G5,K6J 1G5,1,OK
74,"Burlington, ON L7S 1N1, Canada",43.3214745,-79.8035834,"43.3214745,-79.8035834",APPROXIMATE,ChIJlQhAJTyeLIgRjksFprJbLqs,postal_code,L7S 1N1,L7S 1N1,1,OK
75,"Wallaceburg, ON N8A 2N5, Canada",42.5946352,-82.3832408,"42.5946352,-82.3832408",APPROXIMATE,ChIJNX2q2EtdJYgRGLvr327gPag,postal_code,N8A 2N5,N8A 2N5,1,OK
76,"Strathroy, ON N7G 1X6, Canada",42.9579859,-81.625942,"42.9579859,-81.625942",APPROXIMATE,ChIJoz0ThD0EL4gR_2VwRtpkrfQ,postal_code,N7G 1X6,N7G 1X6,1,OK
77,"Parry Sound, ON P2A 1T5, Canada",45.3446231,-80.0341747,"45.3446231,-80.0341747",APPROXIMATE,ChIJ8xTEmpK6K00RYMkmlhWAxUw,postal_code,P2A 1T5,P2A 1T5,1,OK
78,"Bracebridge, ON P1L 1S3, Canada",45.0441401,-79.31586879999999,"45.0441401,-79.31586879999999",APPROXIMATE,ChIJtcfZ1_SGKk0ROctZjKZKHA8,postal_code,P1L 1S3,P1L 1S3,1,OK
79,"Hamilton, ON L8K 1H2, Canada",43.234323,-79.7914108,"43.234323,-79.7914108",APPROXIMATE,ChIJdbO8WxmZLIgR-vohIP7J6o8,postal_code,L8K 1H2,L8K 1H2,1,OK
80,"Scarborough, ON M1R 2Z4, Canada",43.7457269,-79.29215060000001,"43.7457269,-79.29215060000001",APPROXIMATE,ChIJ7fgmfQDS1IkRJ4tq_TT-Tes,postal_code,M1R 2Z4,M1R 2Z4,1,OK
81,"Thunder Bay, ON P7E 5Y9, Canada",48.3834759,-89.2437775,"48.3834759,-89.2437775",APPROXIMATE,ChIJBaTGjk4fWU0RnuFyl3b-0ag,postal_code,P7E 5Y9,P7E 5Y9,1,OK
82,"Atikokan, ON P0T 1C0, Canada",48.757646,-91.6205159,"48.757646,-91.6205159",APPROXIMATE,ChIJo1cNDPL2o1IR5vrunV3sHvs,postal_code,P0T 1C0,P0T 1C0,1,OK
83,"Toronto, ON M5A 2Z3, Canada",43.659714,-79.36582750000001,"43.659714,-79.36582750000001",APPROXIMATE,ChIJEyO-_kbL1IkRa5Ex3wBf3PU,postal_code,M5A 2Z3,M5A 2Z3,1,OK
84,"Holland Landing, ON L9N 1M7, Canada",44.0983531,-79.4733767,"44.0983531,-79.4733767",APPROXIMATE,ChIJm3_83n7OKogRIFQDrAFwFfM,postal_code,L9N 1M7,L9N 1M7,1,OK
85,"Essex, ON N8M 2E1, Canada",42.1787312,-82.828045,"42.1787312,-82.828045",APPROXIMATE,ChIJC9hIQlPXOogRgWVWihbIU94,postal_code,N8M 2E1,N8M 2E1,1,OK
86,"Chatham, ON N7M 5W7, Canada",42.39149279999999,-82.2099338,"42.39149279999999,-82.2099338",APPROXIMATE,ChIJ6QIefpz4L4gRjEQ4LgU5714,postal_code,N7M 5W7,N7M 5W7,1,OK
87,"125 SE 3rd Ave, Hillsboro, OR 97123, USA",45.522208,-122.9863281,"45.522208,-122.9863281",ROOFTOP,ChIJa60T4zQOlVQRtF4iy0mqCpU,"clothing_store,establishment,point_of_interest,store",97123,,1,OK
88,"Beamsville, ON L0R 1B0, Canada",43.1895713,-79.4774195,"43.1895713,-79.4774195",APPROXIMATE,ChIJdWuuKQOuLIgRBQOaQLuqglU,postal_code,L0R 1B0,L0R 1B0,1,OK
89,"Markham, ON L3R 0M3, Canada",43.8538977,-79.33801849999999,"43.8538977,-79.33801849999999",APPROXIMATE,ChIJZR_UxPnU1IkRXl8dWCjod-0,postal_code,L3R 0M3,L3R 0M3,1,OK
90,"Bowmanville, ON L1C 1R2, Canada",43.9122394,-78.6903947,"43.9122394,-78.6903947",APPROXIMATE,ChIJfxfrpdIA1YkRQRtGyAGSGpc,postal_code,L1C 1R2,L1C 1R2,1,OK
91,"Richmond Hill, ON L4E 3S8, Canada",43.9476618,-79.4547427,"43.9476618,-79.4547427",APPROXIMATE,ChIJazFUuczVKogRB7dJgwYzXYQ,postal_code,L4E 3S8,L4E 3S8,1,OK
92,"Stratford, ON N5A 6S4, Canada",43.3439972,-80.98158169999999,"43.3439972,-80.98158169999999",APPROXIMATE,ChIJ81lUjeKxLogRTMz_xhB0t0Q,postal_code,N5A 6S4,N5A 6S4,1,OK
93,"Ajax, ON L1Z 1Z2, Canada",43.8783769,-79.03316389999999,"43.8783769,-79.03316389999999",APPROXIMATE,ChIJpWwtAw8g1YkR-MolrQzO_M8,postal_code,L1Z 1Z2,L1Z 1Z2,1,OK
94,"Port Hope, ON L1A 1C5, Canada",43.9496601,-78.283029,"43.9496601,-78.283029",APPROXIMATE,ChIJO2NR3vzH1YkRzsnsgDb6y6s,postal_code,L1A 1C5,L1A 1C5,1,OK
95,"North York, ON M9M 2Y3, Canada",43.7536758,-79.54225459999999,"43.7536758,-79.54225459999999",APPROXIMATE,ChIJ4W9_IxQwK4gRh_5lJ3DljxQ,postal_code,M9M 2Y3,M9M 2Y3,1,OK
96,"Mississauga, ON L4X 2Z9, Canada",43.6233121,-79.6012513,"43.6233121,-79.6012513",APPROXIMATE,ChIJz5wcQH84K4gRLzeOcZRZQpU,postal_code,L4X 2Z9,L4X 2Z9,1,OK
97,"Kenora, ON P9N 1A8, Canada",49.7677972,-94.4877559,"49.7677972,-94.4877559",APPROXIMATE,ChIJO03F2YEIvlIR76dNCNzde0M,postal_code,P9N 1A8,P9N 1A8,1,OK
98,"Fort Frances, ON P9A 1G8, Canada",48.6097409,-93.3972567,"48.6097409,-93.3972567",APPROXIMATE,ChIJTa_Ej0J8u1IR5iBtdOQkA84,postal_code,P9A 1G8,P9A 1G8,1,OK
99,"Dryden, ON P8N 2P4, Canada",49.7875846,-92.83193,"49.7875846,-92.83193",APPROXIMATE,ChIJv48SPTCyolIR1uE4IN8xKfU,postal_code,P8N 2P4,P8N 2P4,1,OK
100,"Nepean, ON K2G 4B5, Canada",45.3512685,-75.7343479,"45.3512685,-75.7343479",APPROXIMATE,ChIJD-SSyv8GzkwRT2t1D9gHRZk,postal_code,K2G 4B5,K2G 4B5,1,OK
101,"Sault Ste. Marie, ON P6A 1X2, Canada",46.5113018,-84.3344116,"46.5113018,-84.3344116",APPROXIMATE,ChIJFwSQfbU5Nk0R4Ei3ahMEnDQ,postal_code,P6A 1X2,P6A 1X2,1,OK
102,"Mississauga, ON L5L 5R2, Canada",43.5311949,-79.7172011,"43.5311949,-79.7172011",APPROXIMATE,ChIJn4M-4WlCK4gRZE9qOc6oLVI,postal_code,L5L 5R2,L5L 5R2,1,OK
103,"Brampton, ON L6X 0G6, Canada",43.7037245,-79.78589319999999,"43.7037245,-79.78589319999999",APPROXIMATE,ChIJZ_D_uTIUK4gRt1SVCrvrd-s,postal_code,L6X 0G6,L6X 0G6,1,OK
104,"Brampton, ON L6Y 4M3, Canada",43.6591282,-79.72561520000001,"43.6591282,-79.72561520000001",APPROXIMATE,ChIJ14dgqMU_K4gRDuMNsXgYtcg,postal_code,L6Y 4M3,L6Y 4M3,1,OK
105,"London, ON N6J 1Y1, Canada",42.956146,-81.2713267,"42.956146,-81.2713267",APPROXIMATE,ChIJDekEp3XxLogRgDUYfespgQA,postal_code,N6J 1Y1,N6J 1Y1,1,OK
106,"Guelph, ON N1H 3V4, Canada",43.548522,-80.2528669,"43.548522,-80.2528669",APPROXIMATE,ChIJzTQs5eqaK4gRgtutd1_Slpw,postal_code,N1H 3V4,N1H 3V4,1,OK
107,"Lindsay, ON K9V 1T4, Canada",44.3569073,-78.7349559,"44.3569073,-78.7349559",APPROXIMATE,ChIJS-LOHUV51YkRdszyGD5Gb5s,postal_code,K9V 1T4,K9V 1T4,1,OK
108,"Dundas, ON L9H 1V3, Canada",43.267261,-79.96036269999999,"43.267261,-79.96036269999999",APPROXIMATE,ChIJCzArwZ2ELIgRMqG80wje_Lg,postal_code,L9H 1V3,L9H 1V3,1,OK
109,"290 McGill St, Hawkesbury, ON K6A 1P8, Canada",45.608208,-74.614413,"45.608208,-74.614413",ROOFTOP,ChIJgd7lMErvzkwRTmSoJOFvrqc,"establishment,point_of_interest",K6A 1P8,K6A 1P8,1,OK
110,"Brampton, ON L6T 0G3, Canada",43.7380946,-79.7008693,"43.7380946,-79.7008693",APPROXIMATE,ChIJ9ZZFgq49K4gRNq6CSb87meM,postal_code,L6T 0G3,L6T 0G3,1,OK
111,"Brampton, ON L6S 5Y7, Canada",43.7135754,-79.7422658,"43.7135754,-79.7422658",APPROXIMATE,ChIJHf-qIQcWK4gR9aawAkh9WCA,postal_code,L6S 5Y7,L6S 5Y7,1,OK
112,"Hamilton, ON L9B 0C1, Canada",43.2016177,-79.9155971,"43.2016177,-79.9155971",APPROXIMATE,ChIJlQJnYayaLIgRYXMqnBah_P4,postal_code,L9B 0C1,L9B 0C1,1,OK
113,"Peterborough, ON K9H 3P7, Canada",44.3321745,-78.3164747,"44.3321745,-78.3164747",APPROXIMATE,ChIJkSVwgmeL1YkRouAFcOhSAFM,postal_code,K9H 3P7,K9H 3P7,1,OK
114,"15 Prince Edward Rd 3, Belleville, ON K8N 0L5, Canada",44.1416692,-77.3852924,"44.1416692,-77.3852924",ROOFTOP,ChIJH1CiYKQ61okRBu6oFSUOraE,"clothing_store,establishment,point_of_interest,store",K8N 0L5,K8N 0L5,1,OK
115,"St. Catharines, ON L2R 1S1, Canada",43.1732535,-79.2489914,"43.1732535,-79.2489914",APPROXIMATE,ChIJY3QPHgJR04kRJkLUeC-cpaY,postal_code,L2R 1S1,L2R 1S1,1,OK
116,"Toronto, ON M6H 1N4, Canada",43.6587593,-79.4397096,"43.6587593,-79.4397096",APPROXIMATE,ChIJA0BlcUU0K4gRGjK46pDIzxU,postal_code,M6H 1N4,M6H 1N4,1,OK
117,"Etobicoke, ON M9B 6H6, Canada",43.6751313,-79.55648049999999,"43.6751313,-79.55648049999999",APPROXIMATE,ChIJDeghIl43K4gR0WoGlgkhU94,postal_code,M9B 6H6,M9B 6H6,1,OK
118,"Toronto, ON M4J 1L8, Canada",43.6798644,-79.3388986,"43.6798644,-79.3388986",APPROXIMATE,ChIJFzoZ74bM1IkRdd8PPIfQ4a4,postal_code,M4J 1L8,M4J 1L8,1,OK
119,"Mississauga, ON L5M 2P4, Canada",43.582232,-79.7151851,"43.582232,-79.7151851",APPROXIMATE,ChIJZwMM97hBK4gRr6vSNADrpJs,postal_code,L5M 2P4,L5M 2P4,1,OK
120,"Hamilton, ON L8V 1A8, Canada",43.2410669,-79.8516442,"43.2410669,-79.8516442",APPROXIMATE,ChIJ-yCUh8CbLIgR2fFI1MaA2EM,postal_code,L8V 1A8,L8V 1A8,1,OK
