,formatted_address,latitude,longitude,coordinates,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
17,"13E-1795 Henderson Hwy, Winnipeg, MB R2G 1P3, Canada",49.952779,-97.07571759999999,"49.952779,-97.07571759999999",ROOFTOP,EjQxM0UtMTc5NSBIZW5kZXJzb24gSHd5LCBXaW5uaXBlZywgTUIgUjJHIDFQMywgQ2FuYWRhIh8aHQoWChQKEgmBU-eREXDqUhGno-pBXcu-pBIDMTNF,subpremise,R2G 1P3,"13E-1795 Henderson Highway Winnipeg, MB R2G 1P3",1,OK
18,"3129 Portage Ave, Winnipeg, MB R3K 0W4, Canada",49.8809759,-97.28541399999999,"49.8809759,-97.28541399999999",ROOFTOP,ChIJg5FZyZoM6lIR7HSxDgVYfi0,street_address,R3K 0W4,"3129 Portage Avenue Winnipeg, MB R3K 0W4",1,OK
19,"889-205 Principale St, La Broquerie, MB R0A 0W0, Canada",49.5179632,-96.5100573,"49.5179632,-96.5100573",ROOFTOP,Ejc4ODktMjA1IFByaW5jaXBhbGUgU3QsIExhIEJyb3F1ZXJpZSwgTUIgUjBBIDBXMCwgQ2FuYWRhIh8aHQoWChQKEgmf_QUpezjAUhE9K-wMv3I0cRIDODg5,subpremise,R0A 0W0,"Box 889, 205 Principale Street La Broquerie, MB R0A 0W0",1,OK
20,"1299-636 Park Ave, Beausejour, MB R0E 0C0, Canada",50.0615059,-96.51372719999999,"50.0615059,-96.51372719999999",ROOFTOP,EjExMjk5LTYzNiBQYXJrIEF2ZSwgQmVhdXNlam91ciwgTUIgUjBFIDBDMCwgQ2FuYWRhIiAaHgoWChQKEgkfWVpJXZbqUhFoGjYofF2_hRIEMTI5OQ,subpremise,R0E 0C0,"Box 1299, 636 Park Avenue Beausejour, MB R0E 0C0",1,OK
21,"310 Vermillion Rd., Winnipeg, MB R2J 3E5, Canada",49.85362900000001,-97.061793,"49.85362900000001,-97.061793",ROOFTOP,ChIJyQb4Mw136lIRkjZIZo7p6sg,street_address,R2J 3E5,"310 – 119 Vermillion Winnipeg, MB R2J 4A9",1,OK
22,"1845-319 Main St, Stonewall, MB R0C 2Z0, Canada",50.1356523,-97.32687,"50.1356523,-97.32687",ROOFTOP,Ei8xODQ1LTMxOSBNYWluIFN0LCBTdG9uZXdhbGwsIE1CIFIwQyAyWjAsIENhbmFkYSIgGh4KFgoUChIJr3Pke-0_6lIR-rqrIW9iW8USBDE4NDU,subpremise,R0C 2Z0,"Box 1845, 319 Main Street Stonewall, MB ROC 2Z0 mlalakeside@mymts.net",1,OK
23,"1361 - 1399 McPhillips Street, McPhillips St, Winnipeg, MB R2V 3C4, Canada",49.9408926,-97.1562685,"49.9408926,-97.1562685",GEOMETRIC_CENTER,ChIJ2TlWPYtx6lIRRJKxEHvuzek,"establishment,point_of_interest,shopping_mall",R2V 3C4,"210 – 1375 McPhillips Street Northgate Plaza Winnipeg, MB R2V 3V1",1,OK
24,"Carman, MB R0G 0J0, Canada",49.5085651,-98.0016988,"49.5085651,-98.0016988",APPROXIMATE,ChIJG5RQ45xswlIRpgutyEc_80A,"locality,political",R0G 0J0,Box 1944 Carman MB R0G 0J0,1,OK
25,"108 8 St Unit A, Morden, MB R6M 1Y7, Canada",49.1892283,-98.1018503,"49.1892283,-98.1018503",ROOFTOP,EisxMDggOCBTdCBVbml0IEEsIE1vcmRlbiwgTUIgUjZNIDFZNywgQ2FuYWRhIiIaIAoWChQKEgkz1XDqxlHCUhFv_tHSEUPKSRIGVW5pdCBB,subpremise,R6M 1Y7,"Unit A 108 – 8th Street Morden, MB R6M 1Y7",1,OK
26,"849 Notre Dame Ave, Winnipeg, MB R3E 0M4, Canada",49.9037454,-97.1659832,"49.9037454,-97.1659832",ROOFTOP,ChIJ33_fEcNz6lIRCEkegwzhpF0,street_address,R3E 0M4,"849 Notre Dame Avenue Winnipeg, MB R3E 0M4",1,OK
27,"804 Selkirk Ave, Winnipeg, MB R2W 2N6, Canada",49.919163,-97.1563984,"49.919163,-97.1563984",ROOFTOP,ChIJ8UFEC9Vz6lIRPoNHp2gDkf0,premise,R2W 2N6,"804 Selkirk Avenue Winnipeg, MB R2W 2N6 bernadette.smith@yourm",1,OK
28,"46 Saskatchewan Ave W, Portage la Prairie, MB R1N 0P4, Canada",49.9733959,-98.2921381,"49.9733959,-98.2921381",RANGE_INTERPOLATED,Ej00NiBTYXNrYXRjaGV3YW4gQXZlIFcsIFBvcnRhZ2UgbGEgUHJhaXJpZSwgTUIgUjFOIDBQNCwgQ2FuYWRhIhoSGAoUChIJZeulFQnG6VIRI93w9ngbj24QLg,street_address,R1N 0P4,"46 Saskatchewan Avenue E Portage la Prairie, MB R1N 0L2",1,OK
29,"1615 Regent Ave W, Winnipeg, MB R2C 5C6, Canada",49.9007975,-97.06891759999999,"49.9007975,-97.06891759999999",GEOMETRIC_CENTER,ChIJv61717hw6lIRXIUJP5VdDV4,premise,R2C 5C6,"220-1615 Regent Avenue W. Winnipeg, MB R2C 5C6",1,OK
30,"12-1014 Manitoba Ave, Selkirk, MB R1A 4M2, Canada",50.15685389999999,-96.90071440000001,"50.15685389999999,-96.90071440000001",ROOFTOP,EjExMi0xMDE0IE1hbml0b2JhIEF2ZSwgU2Vsa2lyaywgTUIgUjFBIDRNMiwgQ2FuYWRhIh4aHAoWChQKEgnVbf96WfXqUhE-i0fPMzO5LBICMTI,subpremise,R1A 4M2,"Unit 12 - 1014 Manitoba Avenue Selkirk, MB R1A 4M2",1,OK
31,"7-515, 4 Ave, Shoal Lake, MB R0J 1Z0, Canada",50.4375164,-100.5898883,"50.4375164,-100.5898883",ROOFTOP,ChIJVVUFw43x5lIRtkkEnsqcsJk,"establishment,point_of_interest",R0J 1Z0,"7-515 4th Avenue, Box 100 Shoal Lake, MB R0J 1Z0 gregnesbittmla@mymt",1,OK
32,"140 Meadowood Dr #5b, Winnipeg, MB R2M 5L8, Canada",49.8252158,-97.11173099999999,"49.8252158,-97.11173099999999",ROOFTOP,ChIJq6q6Cmx26lIRAAy3-gQNwhQ,subpremise,R2M 5L8,"Unit 5 – 140 Meadowood Drive Winnipeg, MB R2M 5L8",1,OK
33,"887 Corydon Ave, Winnipeg, MB R3M 0W7, Canada",49.8692836,-97.1586191,"49.8692836,-97.1586191",ROOFTOP,ChIJz3tO0BF06lIR0tef7TYW7Xk,premise,R3M 0W7,"887 Corydon Avenue Winnipeg, MB R3M 0W7",1,OK
34,"5120 Roblin Blvd, Winnipeg, MB R3R 0G9, Canada",49.8578585,-97.2867531,"49.8578585,-97.2867531",ROOFTOP,ChIJ_z9etnYL6lIR4kC8BFCIFbU,street_address,R3R 0G9,"5120-B Roblin Blvd Winnipeg, MB R3R 0G9",1,OK
35,"935 McLeod Ave, Winnipeg, MB R2G 0Y4, Canada",49.9270136,-97.0626413,"49.9270136,-97.0626413",ROOFTOP,ChIJWxg5SX1w6lIROSOBJoZRi6I,"establishment,point_of_interest,store",R2G 0Y4,"Unit 3 – 935 McLeod Avenue Winnipeg, MB R2G OY4",2,OK
36,"240-600 St Anne's Rd, Winnipeg, MB R2M 3G7, Canada",49.831975,-97.08932279999999,"49.831975,-97.08932279999999",ROOFTOP,EjIyNDAtNjAwIFN0IEFubmUncyBSZCwgV2lubmlwZWcsIE1CIFIyTSAzRzcsIENhbmFkYSIfGh0KFgoUChIJixzJFU526lIRmur7Th4WDkASAzI0MA,subpremise,R2M 3G7,"Unit 240 – 600 St. Anne’s Road Winnipeg, MB R2M 2S2",1,OK
37,"232 Manitoba Ave, Selkirk, MB R1A 0Y5, Canada",50.144414,-96.8711644,"50.144414,-96.8711644",ROOFTOP,ChIJlXM1psyK6lIRIpb5o5ybWuE,street_address,R1A 0Y5,232 A Manitoba Avenue Selkirk MB R1A 0Y5,1,OK
38,"175 Vermillion Rd., Winnipeg, MB R2J 3Z7, Canada",49.8538749,-97.06830049999999,"49.8538749,-97.06830049999999",RANGE_INTERPOLATED,EjAxNzUgVmVybWlsbGlvbiBSZC4sIFdpbm5pcGVnLCBNQiBSMkogM1o3LCBDYW5hZGEiGxIZChQKEgm92w0KDnfqUhFp8H5HT0d9WxCvAQ,street_address,R2J 3Z7,"175-115 Vermillion Winnipeg, MB R2J 4A9",1,OK
39,"150-777 Cedar Ave, Oakbank, MB R0E 1J0, Canada",49.93999590000001,-96.84274549999999,"49.93999590000001,-96.84274549999999",ROOFTOP,Ei4xNTAtNzc3IENlZGFyIEF2ZSwgT2FrYmFuaywgTUIgUjBFIDFKMCwgQ2FuYWRhIh8aHQoWChQKEgl3LQlxeIfqUhGTOSk2w5U32RIDMTUw,subpremise,R0E 1J0,"Box 150, Unit 3-777 Cedar Place Oakbank, MB R0E 1J0",2,OK
40,"129-101 Broadway St, Glenboro, MB R0K 0X0, Canada",49.5541214,-99.29046819999999,"49.5541214,-99.29046819999999",ROOFTOP,EjExMjktMTAxIEJyb2Fkd2F5IFN0LCBHbGVuYm9ybywgTUIgUjBLIDBYMCwgQ2FuYWRhIh8aHQoWChQKEgnvVyn3hFPdUhFOeRabvgFIkBIDMTI5,subpremise,R0K 0X0,"Box 129, 101 Broadway Street Glenboro, MB R0K 0X0",1,OK
41,"118 Marion St, Winnipeg, MB R2H 0T1, Canada",49.8812845,-97.12376069999999,"49.8812845,-97.12376069999999",ROOFTOP,ChIJPciWw7R26lIRmg1j6894F7M,street_address,R2H 0T1,"118 Marion Street Winnipeg, MB R2H 0T1",1,OK
42,"1885 Portage Ave Unit E, Winnipeg, MB R3J 0H3, Canada",49.8789205,-97.2199239,"49.8789205,-97.2199239",ROOFTOP,EjUxODg1IFBvcnRhZ2UgQXZlIFVuaXQgRSwgV2lubmlwZWcsIE1CIFIzSiAwSDMsIENhbmFkYSIiGiAKFgoUChIJG2VkimBz6lIRzQ7jf1jh3joSBlVuaXQgRQ,subpremise,R3J 0H3,"1885 Portage Avenue, Unit E Winnipeg, MB R3J 0H3",1,OK
43,"1763 Main St, Winnipeg, MB R2V 1Z8, Canada",49.9364267,-97.1174607,"49.9364267,-97.1174607",ROOFTOP,ChIJ-VCqrLFx6lIR8PombMwLsCA,premise,R2V 1Z8,"1763 Main Street Winnipeg, MB R2V 1Z8",1,OK
44,"838 St Mary's Rd, Winnipeg, MB R2M 3P4, Canada",49.8485155,-97.1129558,"49.8485155,-97.1129558",ROOFTOP,ChIJays26ox26lIROC1Qm02TWDY,subpremise,R2M 3P4,"838 St. Mary’s Road Winnipeg, MB R2M 3P4",1,OK
45,"275 Main St Unit C2, Steinbach, MB R5G 1Y9, Canada",49.5267509,-96.68466049999999,"49.5267509,-96.68466049999999",ROOFTOP,ChIJ3wQTKbo1wFIRTb0czdblnyM,subpremise,R5G 1Y9,"Unit C2-275 Main Street Steinbach, MB R5G 1Y9",1,OK
46,"1688-900 Main St E, Swan River, MB R0L 1Z0, Canada",52.1064265,-101.2642278,"52.1064265,-101.2642278",ROOFTOP,EjIxNjg4LTkwMCBNYWluIFN0IEUsIFN3YW4gUml2ZXIsIE1CIFIwTCAxWjAsIENhbmFkYSIgGh4KFgoUChIJc-2JuG7S5FIRnf4kgCTOW40SBDE2ODg,subpremise,R0L 1Z0,"Box 1688, 3-900 Main Street Swan River, MB R0L 1Z0",1,OK
47,"1730 Leila Ave #103, Winnipeg, MB R2V 1Z1, Canada",49.9633088,-97.1798101,"49.9633088,-97.1798101",ROOFTOP,ChIJjTNYmvdt6lIRU3fzglCQs7I,subpremise,R2V 1Z1,"103-1730 Leila Avenue Winnipeg, Manitoba R2P 1Z1",1,OK
48,"2160-1416 Gordon Ave, The Pas, MB R9A, Canada",53.8074698,-101.2519366,"53.8074698,-101.2519366",ROOFTOP,EikyMTYwLTE0MTYgR29yZG9uIEF2ZSwgVGhlIFBhcywgTUIsIENhbmFkYSIgGh4KFgoUChIJ6YM91q_s-VIRHKhowph6q28SBDIxNjA,subpremise,R9A,"P.O. Box 2160 1416 Gordon Avenue The Pas, MB R9A 1L8",1,OK
49,"79 Selkirk Ave, Thompson, MB R8N 1N7, Canada",55.7421671,-97.8550923,"55.7421671,-97.8550923",ROOFTOP,ChIJyc-49HDGX1IRd9SdR8ihrfM,premise,R8N 1N7,"402-79 Selkirk Avenue Thompson, MB R8N 0M5",1,OK
50,"127 Regent Ave W, Winnipeg, MB R2C 1R1, Canada",49.89531359999999,-97.00440259999999,"49.89531359999999,-97.00440259999999",ROOFTOP,ChIJfd6m0C566lIROE8tfxt6C_c,premise,R2C 1R1,"127 Regent Avenue W Winnipeg, MB R2C 1R1",1,OK
51,"620-336 S Railway St, Boissevain, MB R0K 0E0, Canada",49.2301145,-100.0573614,"49.2301145,-100.0573614",ROOFTOP,EjQ2MjAtMzM2IFMgUmFpbHdheSBTdCwgQm9pc3NldmFpbiwgTUIgUjBLIDBFMCwgQ2FuYWRhIh8aHQoWChQKEgkLBI4GjaHdUhHWUUDn6FFaGxIDNjIw,subpremise,R0K 0E0,"610 – 620 336 South Railway Boissevain, Manitoba R0M 2C0",2,OK
52,"1840 Grant Ave, Winnipeg, MB R3N 0N4, Canada",49.85691079999999,-97.2023772,"49.85691079999999,-97.2023772",ROOFTOP,ChIJUR1ZU4106lIReFhxcdGa8wg,street_address,R3N 0N4,"1840 Grant Avenue Winnipeg, MB R3N 0N4",1,OK
53,"80 Mandalay Dr, Winnipeg, MB R2P 1P5, Canada",49.948211,-97.18340889999999,"49.948211,-97.18340889999999",ROOFTOP,ChIJl2G7TBJy6lIRSnLHDZ5srZg,street_address,R2P 1P5,"80 Mandalay Drive Winnipeg, MB R2P 1P5",1,OK
54,"1-331 Smith St, Winnipeg, MB R3B 2G9, Canada",49.8949077,-97.14240559999999,"49.8949077,-97.14240559999999",ROOFTOP,EiwxLTMzMSBTbWl0aCBTdCwgV2lubmlwZWcsIE1CIFIzQiAyRzksIENhbmFkYSIdGhsKFgoUChIJy-WpYVlx6lIRSHPFFSLaXhkSATE,subpremise,R3B 2G9,"331 Smith Street, Unit 1 Winnipeg, MB R3B 2G9",1,OK
55,"2855 Pembina Hwy, Winnipeg, MB R3T 2H5, Canada",49.7877922,-97.1581113,"49.7877922,-97.1581113",ROOFTOP,ChIJwRGIWWXfwVIR_dHy8pe56zg,"establishment,point_of_interest",R3T 2H5,"60 – 2855 Pembina Highway Winnipeg, MB R3T 2H5",1,OK
56,"101-1075 Portage Ave, Winnipeg, MB R3G 0R8, Canada",49.885377,-97.1773259,"49.885377,-97.1773259",ROOFTOP,ChIJC9AbGIxz6lIROsHW2baQzAQ,street_address,R3G 0R8,"101-686 Portage Avenue Winnipeg, MB R3G 0M6",1,OK
