District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax
Edmonton-Beverly-Clareview,MLA,Deron Bilous,Deron,Bilous,,Alberta New Democratic Party,Edmonton.BeverlyClareview@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0829.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=27&leg=30,,,,,,,legislature,,1 780 476-6467,1 780 476-6473
Edmonton-Castle Downs,MLA,Nicole Goehring,Nicole,Goehring,,Alberta New Democratic Party,Edmonton.Castledowns@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0847.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=28&leg=30,,,,,,,legislature,,1 780 414-0705,1 780 414-0707
Edmonton-City Centre,MLA,David Shepherd,David,Shepherd,,Alberta New Democratic Party,Edmonton.CityCentre@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0874.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=29&leg=30,,,,,,,legislature,,1 780 414-0743,
Edmonton-Decore,MLA,Chris Nielsen,Chris,Nielsen,,Alberta New Democratic Party,Edmonton.Decore@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0865.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=30&leg=30,,,,,,,legislature,,1 780 414-1328,1 780 414-1330
Edmonton-Ellerslie,MLA,Rod Loyola,Rod,Loyola,,Alberta New Democratic Party,Edmonton.Ellerslie@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0856.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=31&leg=30,,,,,,,legislature,,1 780 414-2000,1 780 414-6383
Edmonton-Glenora,MLA,Sarah Hoffman,Sarah,Hoffman,,Alberta New Democratic Party,Edmonton.Glenora@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0850.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=32&leg=30,,,,,,,legislature,,1 780 455-7979,1 780 455-2197
Edmonton-Gold Bar,MLA,Marlin Schmidt,Marlin,Schmidt,,Alberta New Democratic Party,Edmonton.Goldbar@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0872.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=33&leg=30,,,,,,,legislature,,1 780 414-1015,1 780 414-1017
Edmonton-Highlands-Norwood,MLA,Janis Irwin,Janis,Irwin,,Alberta New Democratic Party,Edmonton.HighlandsNorwood@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0910.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=34&leg=30,,,,,,,legislature,,1 780 414-0682,1 780 414-0684
Edmonton-Manning,MLA,Heather Sweet,Heather,Sweet,,Alberta New Democratic Party,Edmonton.Manning@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0877.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=35&leg=30,,,,,,,legislature,,1 780 414-0714,1 780 414-0716
Edmonton-McClung,MLA,Lorne Dach,Lorne,Dach,,Alberta New Democratic Party,Edmonton.McClung@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0842.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=36&leg=30,,,,,,,legislature,,1 780 408-1860,1 780 408-1864
Edmonton-Meadows,MLA,Jasvir Deol,Jasvir,Deol,,Alberta New Democratic Party,Edmonton.Meadows@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0909.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=37&leg=30,,,,,,,legislature,,1 780 466-3737,1 780 468-3359
Edmonton-Mill Woods,MLA,Christina Gray,Christina,Gray,,Alberta New Democratic Party,Edmonton.Millwoods@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0848.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=38&leg=30,,,,,,,legislature,,1 780 414-1000,1 780 414-1278
Edmonton-North West,MLA,David Eggen,David,Eggen,,Alberta New Democratic Party,Edmonton.Northwest@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0757.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=39&leg=30,,,,,,,legislature,,1 780 451-2345,1 780 451-2344
Edmonton-Riverview,MLA,Lori Sigurdson,Lori,Sigurdson,,Alberta New Democratic Party,Edmonton.Riverview@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0875.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=40&leg=30,,,,,,,legislature,,1 780 414-0719,1 780 414-0721
Edmonton-Rutherford,MLA,Richard Feehan,Richard,Feehan,,Alberta New Democratic Party,Edmonton.Rutherford@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0844.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=41&leg=30,,,,,,,legislature,,1 780 414-1311,1 780 414-1314
Edmonton-South,MLA,Thomas Dang,Thomas,Dang,,Alberta New Democratic Party,Edmonton.South@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0843.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=42&leg=30,,,,,,,legislature,,1 780 643-9153,
Edmonton-South West,MLA,Kaycee Madu,Kaycee,Madu,,United Conservative Party,Edmonton.SouthWest@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0927.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=43&leg=30,,,,,,,legislature,,1 780 415-8692,1 780 415-8693
Edmonton-Strathcona,MLA,Rachel Notley,Rachel,Notley,,Alberta New Democratic Party,Edmonton.Strathcona@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0791.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=44&leg=30,,,,,,,legislature,,1 780 414-0702,1 780 414-0703
Edmonton-West Henday,MLA,Jon Carson,Jon,Carson,,Alberta New Democratic Party,Edmonton.WestHenday@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0837.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=45&leg=30,,,,,,,legislature,,1 780 414-0711,1 780 414-0713
Edmonton-Whitemud,MLA,Rakhi Pancholi,Rakhi,Pancholi,,Alberta New Democratic Party,Edmonton.Whitemud@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0911.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=46&leg=30,,,,,,,legislature,,1 780 413-5970,1 780 413-5971
Fort McMurray-Lac La Biche,MLA,Laila Goodridge,Laila,Goodridge,,United Conservative Party,FortMcMurray.LacLaBiche@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0907.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=60&leg=30,,,,,,,legislature,,1 780 588-7979,
Fort McMurray-Wood Buffalo,MLA,Tany Yao,Tany,Yao,,United Conservative Party,FortMcMurray.WoodBuffalo@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0899.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=61&leg=30,,,,,,,legislature,,1 780 790-6014,
Fort Saskatchewan-Vegreville,MLA,Jackie Armstrong-Homeniuk,Jackie,Armstrong-Homeniuk,,United Conservative Party,FortSaskatchewan.Vegreville@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0914.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=62&leg=30,,,,,,,legislature,,1 780 632-6840,1 780 632-2708
Grande Prairie,MLA,Tracy Allard,Tracy,Allard,,United Conservative Party,GrandePrairie@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0912.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=63&leg=30,,,,,,,legislature,,1 780 538-1800,1 780 538-1802
Grande Prairie-Wapiti,MLA,Travis Toews,Travis,Toews,,United Conservative Party,GrandePrairie.Wapiti@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0948.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=64&leg=30,,,,,,,legislature,,1 825 412-2050,1 780 539-0628
Highwood,MLA,R.J. Sigurdson,R.J.,Sigurdson,,United Conservative Party,Highwood@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0945.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=65&leg=30,,,,,,,legislature,,1 403 995-5488,1 403 652-7757
Innisfail-Sylvan Lake,MLA,Devin Dreeshen,Devin,Dreeshen,,United Conservative Party,Innisfail.SylvanLake@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0908.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=66&leg=30,,,,,,,legislature,,1 403 865-7580,1 403 865-7585
Lac Ste. Anne-Parkland,MLA,Shane Getson,Shane,Getson,,United Conservative Party,LacSteAnne.Parkland@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0917.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=67&leg=30,,,,,,,legislature,,1 780 967-0760,1 780 967-4338
Lacombe-Ponoka,MLA,Ronald Orr,Ronald,Orr,,United Conservative Party,Lacombe.Ponoka@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0893.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=68&leg=30,,,,,,,legislature,,1 403 782-7725,1 403 782-3307
Leduc-Beaumont,MLA,Brad Rutherford,Brad,Rutherford,,United Conservative Party,Leduc.Beaumont@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0938.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=69&leg=30,,,,,,,legislature,,1 780 929-3290,1 780 929-7881
Lesser Slave Lake,MLA,Pat Rehn,Pat,Rehn,,United Conservative Party,Lesser.SlaveLake@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0934.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=70&leg=30,,,,,,,legislature,,1 825 219-1000,1 780 849-4132
Lethbridge-East,MLA,Nathan Neudorf,Nathan,Neudorf,,United Conservative Party,Lethbridge.East@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0930.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=71&leg=30,,,,,,,legislature,,1 403 320-1011,1 403 328-6613
Lethbridge-West,MLA,Shannon Phillips,Shannon,Phillips,,Alberta New Democratic Party,Lethbridge.West@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0867.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=72&leg=30,,,,,,,legislature,,1 403 329-4644,1 587 425-5869
Livingstone-Macleod,MLA,Roger Reid,Roger,Reid,,United Conservative Party,Livingstone.Macleod@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0935.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=73&leg=30,,,,,,,legislature,,1 825 212-2000,1 403 652-3486
Maskwacis-Wetaskiwin,MLA,Rick Wilson,Rick,Wilson,,United Conservative Party,Maskwacis.Wetaskiwin@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0953.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=74&leg=30,,,,,,,legislature,,1 780 360-8003,1 780 312-1882
Morinville-St. Albert,MLA,Dale Nally,Dale,Nally,,United Conservative Party,Morinville.StAlbert@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0929.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=75&leg=30,,,,,,,legislature,,1 780 572-6161,1 780 572-6162
Olds-Didsbury-Three Hills,MLA,Nathan Cooper,Nathan,Cooper,,United Conservative Party,OldsDidsbury.ThreeHills@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0885.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=76&leg=30,,,,,,,legislature,,1 403 556-3132,1 403 556-3120
Peace River,MLA,Dan Williams,Dan,Williams,,United Conservative Party,Peace.River@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0952.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=77&leg=30,,,,,,,legislature,,1 780 928-5100,1 780 928-9690
Red Deer-North,MLA,Adriana LaGrange,Adriana,LaGrange,,United Conservative Party,RedDeer.North@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0924.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=78&leg=30,,,,,,,legislature,,1 403 342-2263,1 403 967-1398
Red Deer-South,MLA,Jason Stephan,Jason,Stephan,,United Conservative Party,RedDeer.South@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0947.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=79&leg=30,,,,,,,legislature,,1 403 340-3565,1 403 340-5977
Rimbey-Rocky Mountain House-Sundre,MLA,Jason Nixon,Jason,Nixon,,United Conservative Party,Rimbey.RockyMountainhouse.Sundre@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0892.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=80&leg=30,,,,,,,legislature,,1 403 638-5029,1 403 638-0035
