District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Cambridge,MPP,Belinda C. Karahalios,Belinda C.,Karahalios,,Independent,bkarahalios@ola.org,https://www.ola.org/sites/default/files/member/profile-photo/belinda_karahalios_1.jpg,https://www.ola.org/en/members/all/belinda-c-karahalios,,,,,,,legislature,,,1 519 650-3918,constituency,,1 519 650-2770,
Carleton,MPP,Goldie Ghamari,Goldie,Ghamari,,Progressive Conservative Party of Ontario,goldie.ghamari@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/ghamari_goldie.jpg,https://www.ola.org/en/members/all/goldie-ghamari,,,,,,,legislature,,,1 613 838-6045,constituency,,1 613 838-4425,
Chatham-Kent—Leamington,MPP,Rick Nicholls,Rick,Nicholls,,Progressive Conservative Party of Ontario,rick.nicholls@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/rick_nicholls_0.jpg,https://www.ola.org/en/members/all/rick-nicholls,,,,,,,legislature,,,1 519 351-7714,constituency,,1 519 326-3367,
Davenport,MPP,Marit Stiles,Marit,Stiles,,New Democratic Party of Ontario,MStiles-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/marit_stiles.jpg,https://www.ola.org/en/members/all/marit-stiles,,,,,,,legislature,,,1 416 535-6587,constituency,,1 416 535-3158,
Don Valley East,MPP,Michael Coteau,Michael,Coteau,,Ontario Liberal Party,mcoteau.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/michael_coteau_0.jpg,https://www.ola.org/en/members/all/michael-coteau,,,,,,,legislature,,,1 416 494-9937,constituency,,1 416 494-6856,
Don Valley North,MPP,Vincent Ke,Vincent,Ke,,Progressive Conservative Party of Ontario,vincent.ke@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/vincent_ke.jpg,https://www.ola.org/en/members/all/vincent-ke,,,,,,,legislature,,,1 416 494-0110,office,,1 416 325-6009,,constituency,,1 416 494-8778,
Don Valley West,MPP,Kathleen O. Wynne,Kathleen O.,Wynne,,Ontario Liberal Party,kwynne.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/kathleen_wynne_0.jpg,https://www.ola.org/en/members/all/kathleen-o-wynne,,,,,,,legislature,,,1 416 425-0350,constituency,,1 416 425-6777,
Dufferin—Caledon,MPP,Sylvia Jones,Sylvia,Jones,,Progressive Conservative Party of Ontario,sylvia.jones@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/sylvia_jones_0.jpg,https://www.ola.org/en/members/all/sylvia-jones,,,,,,,legislature,,,1 519 941-3246,office,,1 416 325-0408,,constituency,,1 519 941-7751,
Durham,MPP,Lindsey Park,Lindsey,Park,,Progressive Conservative Party of Ontario,lindsey.park@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lindsey_park.jpg,https://www.ola.org/en/members/all/lindsey-park,,,,,,,legislature,,,1 905 697-1506,office,,1 416 326-2220,,constituency,,1 905 697-1501,
Eglinton—Lawrence,MPP,Robin Martin,Robin,Martin,,Progressive Conservative Party of Ontario,robin.martin@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/robin_martin_photo.jpg,https://www.ola.org/en/members/all/robin-martin,,,,,,,legislature,,,1 416 781-4116,office,,1 416 327-4300,,constituency,,1 416 781-2395,
Elgin—Middlesex—London,MPP,Jeff Yurek,Jeff,Yurek,,Progressive Conservative Party of Ontario,jeff.yurek@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jeff_yurek_1.jpg,https://www.ola.org/en/members/all/jeff-yurek,,,,,,,legislature,,,1 519 631-9478,office,,1 416 314-6790,,constituency,,1 519 631-0666,
Essex,MPP,Taras Natyshak,Taras,Natyshak,,New Democratic Party of Ontario,tnatyshak-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/taras_natyshak_0.jpg,https://www.ola.org/en/members/all/taras-natyshak,,,,,,,legislature,,,1 519 776-6980,constituency,,1 519 776-6420,
Etobicoke Centre,MPP,Kinga Surma,Kinga,Surma,,Progressive Conservative Party of Ontario,kinga.surma@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/kinga_surma.jpg,https://www.ola.org/en/members/all/kinga-surma,,,,,,,legislature,,,1 416 234-2276,office,,1 416 327-9200,,constituency,,1 416 234-2800,
Etobicoke North,MPP,Doug Ford,Doug,Ford,,Progressive Conservative Party of Ontario,doug.fordco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/doug_ford.jpg,https://www.ola.org/en/members/all/doug-ford,,,,,,,legislature,,,1 416 745-4601,office,,1 416 325-1941,,constituency,,1 416 745-2859,
Etobicoke—Lakeshore,MPP,Christine Hogarth,Christine,Hogarth,,Progressive Conservative Party of Ontario,christine.hogarth@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/christine_hogarth.jpg,https://www.ola.org/en/members/all/christine-hogarth,,,,,,,office,,1 437 288-7903,,constituency,,1 416 259-2249,
Flamborough—Glanbrook,MPP,Donna Skelly,Donna,Skelly,,Progressive Conservative Party of Ontario,donna.skelly@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/donna_skelly_0.jpg,https://www.ola.org/en/members/all/donna-skelly,,,,,,,legislature,,,1 905 679-0288,constituency,,1 905 679-3770,
Glengarry—Prescott—Russell,MPP,Amanda Simard,Amanda,Simard,,Ontario Liberal Party,asimard.mpp@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/amanda_simard_edited.jpg,https://www.ola.org/en/members/all/amanda-simard,,,,,,,legislature,,,1 613 632-1554,constituency,,1 613 632-2706,
Guelph,MPP,Mike Schreiner,Mike,Schreiner,,Green Party of Ontario,Mschreiner@ola.org,https://www.ola.org/sites/default/files/member/profile-photo/schreiner.jpg,https://www.ola.org/en/members/all/mike-schreiner,,,,,,,legislature,,,1 519 836-4191,constituency,,1 519 836-4190,
Haldimand—Norfolk,MPP,Toby Barrett,Toby,Barrett,,Progressive Conservative Party of Ontario,toby.barrett@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/toby_barrett.jpg,https://www.ola.org/en/members/all/toby-barrett,,,,,,,legislature,,,1 519 428-0835,office,,1 416 325-8404,,constituency,,1 519 428-0446,
Haliburton—Kawartha Lakes—Brock,MPP,Laurie Scott,Laurie,Scott,,Progressive Conservative Party of Ontario,laurie.scott@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/laurie_scott_0.jpg,https://www.ola.org/en/members/all/laurie-scott,,,,,,,office,,1 416 327-4412,,constituency,,1 705 324-6654,
Hamilton Centre,MPP,Andrea Horwath,Andrea,Horwath,,New Democratic Party of Ontario,horwatha-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/andrea_horwath_0.jpg,https://www.ola.org/en/members/all/andrea-horwath,,,,,,,legislature,,,1 905 544-5152,constituency,,1 905 544-9644,
Hamilton East—Stoney Creek,MPP,Paul Miller,Paul,Miller,,New Democratic Party of Ontario,pmiller-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/paul_miller_0.jpg,https://www.ola.org/en/members/all/paul-miller,,,,,,,legislature,,,1 905 545-9024,constituency,,1 905 545-0114,
Hamilton Mountain,MPP,Monique Taylor,Monique,Taylor,,New Democratic Party of Ontario,mtaylor-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/monique_taylor_0.jpg,https://www.ola.org/en/members/all/monique-taylor,,,,,,,legislature,,,1 905 388-7862,constituency,,1 905 388-9734,
Hamilton West—Ancaster—Dundas,MPP,Sandy Shaw,Sandy,Shaw,,New Democratic Party of Ontario,SShaw-CO@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/sandy_shaw.jpg,https://www.ola.org/en/members/all/sandy-shaw,,,,,,,legislature,,,1 905 628-1280,constituency,,1 905 628-2755,
Hastings—Lennox and Addington,MPP,Daryl Kramp,Daryl,Kramp,,Progressive Conservative Party of Ontario,daryl.kramp@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/daryl_kramp_0.jpg,https://www.ola.org/en/members/all/daryl-kramp,,,,,,,legislature,,,1 343 600-3329,constituency,,1 613 308-9625,
Humber River—Black Creek,MPP,Tom Rakocevic,Tom,Rakocevic,,New Democratic Party of Ontario,TRakocevic-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/tom_rakocevic.jpg,https://www.ola.org/en/members/all/tom-rakocevic,,,,,,,legislature,,,1 416 743-3292,constituency,,1 416 743-7272,
Huron—Bruce,MPP,Lisa M. Thompson,Lisa M.,Thompson,,Progressive Conservative Party of Ontario,lisa.thompson@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lisa_thompson.jpg,https://www.ola.org/en/members/all/lisa-m-thompson,,,,,,,legislature,,,1 226 523-9296,office,,1 416 212-2665,,constituency,,1 519 396-3007,
Kanata—Carleton,MPP,Merrilee Fullerton,Merrilee,Fullerton,,Progressive Conservative Party of Ontario,merrilee.fullerton@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/merrilee_fullerton.jpg,https://www.ola.org/en/members/all/merrilee-fullerton,,,,,,,legislature,,,1 613 599-8183,constituency,,1 613 599-3000,
Kenora—Rainy River,MPP,Greg Rickford,Greg,Rickford,,Progressive Conservative Party of Ontario,greg.rickford@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/greg_rickford.jpg,https://www.ola.org/en/members/all/greg-rickford,,,,,,,legislature,,,1 807 223-6593,office,,1 416 327-4464,,constituency,,1 807 467-2415,
Kiiwetinoong,MPP,Sol Mamakwa,Sol,Mamakwa,,New Democratic Party of Ontario,SMamakwa-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/sol_mamakwa.jpg,https://www.ola.org/en/members/all/sol-mamakwa,,,,,,,legislature,,,1 807 737-1592,constituency,,1 807 737-2210,
Kingston and the Islands,MPP,Ian Arthur,Ian,Arthur,,New Democratic Party of Ontario,IArthur-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/ian_arthur.jpg,https://www.ola.org/en/members/all/ian-arthur,,,,,,,legislature,,,1 613 547-5001,constituency,,1 613 547-2385,
King—Vaughan,MPP,Stephen Lecce,Stephen,Lecce,,Progressive Conservative Party of Ontario,stephen.lecce@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/stephen_lecce.jpg,https://www.ola.org/en/members/all/stephen-lecce,,,,,,,legislature,,,1 647 560-9701,office,,1 416 325-2600,,constituency,,1 647 560-9700,
Kitchener Centre,MPP,Laura Mae Lindo,Laura Mae,Lindo,,New Democratic Party of Ontario,LLindo-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/lauramae_lindo.jpg,https://www.ola.org/en/members/all/laura-mae-lindo,,,,,,,legislature,,,1 519 579-2121,constituency,,1 519 579-5460,
Kitchener South—Hespeler,MPP,Amy Fee,Amy,Fee,,Progressive Conservative Party of Ontario,amy.fee@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/amy_fee.jpg,https://www.ola.org/en/members/all/amy-fee,,,,,,,legislature,,,1 519 650-7006,office,,1 416 325-5225,,constituency,,1 519 650-9413,
Kitchener—Conestoga,MPP,Mike Harris,Mike,Harris,,Progressive Conservative Party of Ontario,mike.harris@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/mike_harris.jpg,https://www.ola.org/en/members/all/mike-harris,,,,,,,legislature,,,1 519 669-0476,constituency,,1 519 669-2090,
Lambton—Kent—Middlesex,MPP,Monte McNaughton,Monte,McNaughton,,Progressive Conservative Party of Ontario,monte.mcnaughtonco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/monte_mcnaughton_0.jpg,https://www.ola.org/en/members/all/monte-mcnaughton,,,,,,,legislature,,,1 519 627-7174,office,,1 416 326-7600,,constituency,,1 519 245-8696,
Lanark—Frontenac—Kingston,MPP,Randy Hillier,Randy,Hillier,,Independent,RHillier-CO@ola.org,https://www.ola.org/sites/default/files/member/profile-photo/randy_hillier_0.jpg,https://www.ola.org/en/members/all/randy-hillier,,,,,,,legislature,,,1 613 267-7398,constituency,,1 613 267-8239,
Leeds—Grenville—Thousand Islands and Rideau Lakes,MPP,Steve Clark,Steve,Clark,,Progressive Conservative Party of Ontario,steve.clark@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/steve_clark_0.jpg,https://www.ola.org/en/members/all/steve-clark,,,,,,,legislature,,,1 613 342-2501,office,,1 416 585-7000,,constituency,,1 613 342-9522,
London North Centre,MPP,Terence Kernaghan,Terence,Kernaghan,,New Democratic Party of Ontario,TKernaghan-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/terence_kernaghan_0.jpg,https://www.ola.org/en/members/all/terence-kernaghan,,,,,,,legislature,,,1 519 432-0613,constituency,,1 519 432-7339,
London West,MPP,Peggy Sattler,Peggy,Sattler,,New Democratic Party of Ontario,Psattler-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/peggy_sattler.jpg,https://www.ola.org/en/members/all/peggy-sattler,,,,,,,legislature,,,1 519 657-0368,constituency,,1 519 657-3120,
London—Fanshawe,MPP,Teresa J. Armstrong,Teresa J.,Armstrong,,New Democratic Party of Ontario,tarmstrong-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/teresa_armstrong_0.jpg,https://www.ola.org/en/members/all/teresa-j-armstrong,,,,,,,legislature,,,1 519 668-1941,constituency,,1 519 668-1104,
Markham—Stouffville,MPP,Paul Calandra,Paul,Calandra,,Progressive Conservative Party of Ontario,paul.calandra@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/paul_calandra_0.jpg,https://www.ola.org/en/members/all/paul-calandra,,,,,,,legislature,,,1 905 642-1618,constituency,,1 905 642-2588,
Markham—Thornhill,MPP,Logan Kanapathi,Logan,Kanapathi,,Progressive Conservative Party of Ontario,logan.kanapathi@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/logan_kanapathi_0.jpg,https://www.ola.org/en/members/all/logan-kanapathi,,,,,,,legislature,,,1 905 305-1938,constituency,,1 905 305-1935,
Markham—Unionville,MPP,Billy Pang,Billy,Pang,,Progressive Conservative Party of Ontario,billy.pang@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/billy_pang.jpg,https://www.ola.org/en/members/all/billy-pang,,,,,,,legislature,,,1 905 474-2878,constituency,,1 905 474-3288,
Milton,MPP,Parm Gill,Parm,Gill,,Progressive Conservative Party of Ontario,parm.gill@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/parm_gill.jpg,https://www.ola.org/en/members/all/parm-gill,,,,,,,legislature,,,1 905 878-5144,office,,1 416 585-7000,,constituency,,1 905 878-1729,
Mississauga Centre,MPP,Natalia Kusendova,Natalia,Kusendova,,Progressive Conservative Party of Ontario,natalia.kusendova@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/natalia_kusendova.jpg,https://www.ola.org/en/members/all/natalia-kusendova,,,,,,,constituency,,1 905 890-1901,
Mississauga East—Cooksville,MPP,Kaleed Rasheed,Kaleed,Rasheed,,Progressive Conservative Party of Ontario,kaleed.rasheed@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/kaleed_rasheed2020.jpg,https://www.ola.org/en/members/all/kaleed-rasheed,,,,,,,legislature,,,1 905 238-4918,constituency,,1 905 238-1751,
Mississauga—Erin Mills,MPP,Sheref Sabawy,Sheref,Sabawy,,Progressive Conservative Party of Ontario,sheref.sabawy@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/sheref_sabawy.jpg,https://www.ola.org/en/members/all/sheref-sabawy,,,,,,,legislature,,,1 905 820-4307,office,,1 416 326-7253,,constituency,,1 905 820-8851,
Mississauga—Lakeshore,MPP,Rudy Cuzzetto,Rudy,Cuzzetto,,Progressive Conservative Party of Ontario,rudy.cuzzetto@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/rudy_cuzzetto.jpg,https://www.ola.org/en/members/all/rudy-cuzzetto,,,,,,,legislature,,,1 905 274-8552,office,,1 416 326-7239,,constituency,,1 905 274-8228,
Mississauga—Malton,MPP,Deepak Anand,Deepak,Anand,,Progressive Conservative Party of Ontario,deepak.anand@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/deepak_anand_1.jpg,https://www.ola.org/en/members/all/deepak-anand,,,,,,,legislature,,,1 905 696-7545,constituency,,1 905 696-0367,
Mississauga—Streetsville,MPP,Nina Tangri,Nina,Tangri,,Progressive Conservative Party of Ontario,nina.tangri@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/nina_tangri.jpg,https://www.ola.org/en/members/all/nina-tangri,,,,,,,legislature,,,1 905 569-6416,office,,1 416 326-8475,,constituency,,1 905 569-1643,
Mushkegowuk—James Bay,MPP,Guy Bourgouin,Guy,Bourgouin,,New Democratic Party of Ontario,GBourgouin-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/guy_bourgouin.jpg,https://www.ola.org/en/members/all/guy-bourgouin,,,,,,,legislature,,,1 705 372-6440,constituency,,1 705 335-6400,
Nepean,MPP,Lisa MacLeod,Lisa,MacLeod,,Progressive Conservative Party of Ontario,Lisa.macleodco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lisa_macleod_0.jpg,https://www.ola.org/en/members/all/lisa-macleod,,,,,,,legislature,,,1 613 823-8284,office,,1 416 314-1400,,constituency,,1 613 823-2116,
Newmarket—Aurora,MPP,Christine Elliott,Christine,Elliott,,Progressive Conservative Party of Ontario,christine.elliott@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/christine_elliott.jpg,https://www.ola.org/en/members/all/christine-elliott,,,,,,,legislature,,,1 905 853-6115,office,,1 416 327-4300,,constituency,,1 905 853-9889,
Niagara Centre,MPP,Jeff Burch,Jeff,Burch,,New Democratic Party of Ontario,JBurch-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/jeff_burch.jpg,https://www.ola.org/en/members/all/jeff-burch,,,,,,,legislature,,,1 905 732-9782,constituency,,1 905 732-6884,
Niagara Falls,MPP,Wayne Gates,Wayne,Gates,,New Democratic Party of Ontario,wgates-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/wayne_gates_0.jpg,https://www.ola.org/en/members/all/wayne-gates,,,,,,,legislature,,,1 905 871-4717,constituency,,1 905 357-0681,
Niagara West,MPP,Sam Oosterhoff,Sam,Oosterhoff,,Progressive Conservative Party of Ontario,sam.oosterhoff@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/sam_oosterhoff_0.jpg,https://www.ola.org/en/members/all/sam-oosterhoff,,,,,,,legislature,,,1 905 563-1317,office,,1 416 326-1697,,constituency,,1 905 563-1755,
Nickel Belt,MPP,France Gélinas,France,Gélinas,,New Democratic Party of Ontario,fgelinas-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/france_gelinas_0.jpg,https://www.ola.org/en/members/all/france-gelinas,,,,,,,legislature,,,1 705 969-3538,constituency,,1 705 969-3621,
Nipissing,MPP,Victor Fedeli,Victor,Fedeli,,Progressive Conservative Party of Ontario,vic.fedeli@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/victor_fedeli_0.jpg,https://www.ola.org/en/members/all/victor-fedeli,,,,,,,legislature,,,1 705 474-9747,office,,1 416 326-8475,,constituency,,1 705 474-8340,
Northumberland—Peterborough South,MPP,David Piccini,David,Piccini,,Progressive Conservative Party of Ontario,david.piccini@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/david_piccini.jpg,https://www.ola.org/en/members/all/david-piccini,,,,,,,legislature,,,1 905 885-0050,office,,1 416 326-1600,,constituency,,1 905 372-4000,
Oakville,MPP,Stephen Crawford,Stephen,Crawford,,Progressive Conservative Party of Ontario,stephen.crawford@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/stephen_crawford.jpg,https://www.ola.org/en/members/all/stephen-crawford,,,,,,,legislature,,,1 905 827-3786,office,,1 416 326-7591,,constituency,,1 905 827-5141,
Oakville North—Burlington,MPP,Effie J. Triantafilopoulos,Effie J.,Triantafilopoulos,,Progressive Conservative Party of Ontario,effie.triantafilopoulos@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/effie_triantafilopoulos.jpg,https://www.ola.org/en/members/all/effie-j-triantafilopoulos,,,,,,,legislature,,,1 905 825-0663,office,,1 416 325-6200,,constituency,,1 905 825-2455,
Orléans,MPP,Stephen Blais,Stephen,Blais,,Ontario Liberal Party,sblais.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/stephen_blais_180x270.jpg,https://www.ola.org/en/members/all/stephen-blais,,,,,,,legislature,,,1 613 834-7647,constituency,,1 613 834-8679,
Oshawa,MPP,Jennifer K. French,Jennifer K.,French,,New Democratic Party of Ontario,JFrench-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/jennifer_french_0.jpg,https://www.ola.org/en/members/all/jennifer-k-french,,,,,,,legislature,,,1 905 723-1054,constituency,,1 905 723-2411,
Ottawa Centre,MPP,Joel Harden,Joel,Harden,,New Democratic Party of Ontario,JHarden-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/joel_harden.jpg,https://www.ola.org/en/members/all/joel-harden,,,,,,,legislature,,,1 613 722-6703,constituency,,1 613 722-6414,
Ottawa South,MPP,John Fraser,John,Fraser,,Ontario Liberal Party,Jfraser.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/john_fraser.jpg,https://www.ola.org/en/members/all/john-fraser,,,,,,,legislature,,,1 613 736-7374,constituency,,1 613 736-9573,
Ottawa West—Nepean,MPP,Jeremy Roberts,Jeremy,Roberts,,Progressive Conservative Party of Ontario,jeremy.roberts@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jeremy_roberts.jpg,https://www.ola.org/en/members/all/jeremy-roberts,,,,,,,legislature,,,1 613 721-5756,office,,1 647 309-4348,,constituency,,1 613 721-8075,
Ottawa—Vanier,MPP,Lucille Collard,Lucille,Collard,,Ontario Liberal Party,LCollard.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lucille_collard_180x270.jpg,https://www.ola.org/en/members/all/lucille-collard,,,,,,,legislature,,,1 613 744-0889,constituency,,1 613 744-4484,
