District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Fogo Island—Cape Freels,MHA,Derrick Bragg,Derrick,Bragg,,Liberal Party of Newfoundland and Labrador,derrickbragg@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/BraggDerrick.aspx,,,,,,,legislature,,1 709 729-3679,,constituency,,1 709 536-2678,
Fortune Bay—Cape La Hune,MHA,Elvis Loveless,Elvis,Loveless,,Liberal Party of Newfoundland and Labrador,ElvisLoveless@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/LovelessElvis.aspx,,,,,,,legislature,,1 709 729-3705,,constituency,,1 709 885-3067,
Gander,MHA,John Haggie,John,Haggie,,Liberal Party of Newfoundland and Labrador,johnhaggie@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/HaggieJohn.aspx,,,,,,,legislature,,1 709 729-3124,,constituency,,1 709 256-3729,
Grand Falls-Windsor—Buchans,MHA,Chris Tibbs,Chris,Tibbs,,Progressive Conservative Party of Newfoundland and Labrador,ChrisTibbs@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/TibbsChris.aspx,,,,,,,constituency,,1 709 489-3409,
Harbour Grace—Port de Grave,MHA,Pam Parsons,Pam,Parsons,,Liberal Party of Newfoundland and Labrador,pamparsons@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/ParsonsPam.aspx,,,,,,,legislature,,1 709 729-3400,,constituency,,1 709 786-1372,
Harbour Main,MHA,Helen Conway Ottenheimer,Helen Conway,Ottenheimer,,Progressive Conservative Party of Newfoundland and Labrador,helenconwayottenheimer@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/ConwayOttenheimerHelen.aspx,,,,,,,constituency,,1 709 229-0160,
Humber—Bay of Islands,MHA,Eddie Joyce,Eddie,Joyce,,Independent,ejoyce@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/JoyceEddie.aspx,,,,,,,legislature,,1 709 729-0288,,constituency,,1 709 634-7883,
Labrador West,MHA,Jordan Brown,Jordan,Brown,,New Democratic Party of Newfoundland and Labrador,JordanBrown@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/BrownJordan.aspx,,,,,,,legislature,,1 709 729-0126,,constituency,,1 709 944-4881,
Lake Melville,MHA,Perry Trimper,Perry,Trimper,,Liberal Party of Newfoundland and Labrador,perrytrimper@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/TrimperPerry.aspx,,,,,,,legislature,,1 709 729-3911,,constituency,,1 709 896-7975,
Lewisporte—Twillingate,MHA,Derek Bennett,Derek,Bennett,,Liberal Party of Newfoundland and Labrador,derekbennett@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/BennettDerek.aspx,,,,,,,legislature,,1 709 729-3048,,constituency,,1 709 535-2131,
Mount Pearl North,MHA,Jim Lester,Jim,Lester,,Progressive Conservative Party of Newfoundland and Labrador,JimLester@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/LesterJim.aspx,,,,,,,legislature,,1 709 729-1526,
Mount Pearl—Southlands,MHA,Paul Lane,Paul,Lane,,Independent,paullane@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/LanePaul.aspx,,,,,,,constituency,,1 709 729-2231,
Mount Scio,MHA,Sarah Stoodley,Sarah,Stoodley,,Liberal Party of Newfoundland and Labrador,sarahstoodley@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/StoodleySarah.aspx,,,,,,,legislature,,1 709 729-4713,,constituency,,1 709 729-3083,
Placentia West—Bellevue,MHA,Jeff Dwyer,Jeff,Dwyer,,Progressive Conservative Party of Newfoundland and Labrador,JeffDwyer@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/DwyerJeff.aspx,,,,,,,legislature,,1 800 423-3301,
Placentia—St. Mary's,MHA,Sherry Gambin-Walsh,Sherry,Gambin-Walsh,,Liberal Party of Newfoundland and Labrador,sherrygambinwalsh@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/GambinWalshSherry.aspx,,,,,,,legislature,,1 709 729-3400,,constituency,,1 709 227-1304,
St. Barbe—L'Anse aux Meadows,MHA,Christopher Mitchelmore,Christopher,Mitchelmore,,Liberal Party of Newfoundland and Labrador,cmitchelmore@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/MitchelmoreChristopher.aspx,,,,,,,legislature,,1 709 729-3400,,constituency,,1 709 454-2633,
St. George's—Humber,MHA,Scott Reid,Scott,Reid,,Liberal Party of Newfoundland and Labrador,scottreid@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/ReidScott.aspx,,,,,,,legislature,,1 709 729-3404,,constituency,,1 709 646-3110,
St. John's Centre,MHA,James Dinn,James,Dinn,,New Democratic Party of Newfoundland and Labrador,JamesDinn@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/DinnJames.aspx,,,,,,,constituency,,1 709 729-2638,
St. John's East—Quidi Vidi,MHA,Alison Coffin,Alison,Coffin,,New Democratic Party of Newfoundland and Labrador,AlisonCoffin@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/CoffinAlison.aspx,,,,,,,legislature,,1 709 729-0270,,constituency,,1 709 729-3709,
St. John's West,MHA,Siobhan Coady,Siobhan,Coady,,Liberal Party of Newfoundland and Labrador,siobhancoady@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/CoadySiobhan.aspx,,,,,,,legislature,,1 709 729-3775,,constituency,,1 709 729-2449,
Stephenville—Port au Port,MHA,Tony Wakeham,Tony,Wakeham,,Progressive Conservative Party of Newfoundland and Labrador,TonyWakeham@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/WakehamTony.aspx,,,,,,,legislature,,1 709 729-3391,,constituency,,1 709 643-0813,
Terra Nova,MHA,Lloyd Parrott,Lloyd,Parrott,,Progressive Conservative Party of Newfoundland and Labrador,LloydParrott@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/ParrottLloyd.aspx,,,,,,,legislature,,1 709 729-0417,,constituency,,1 709 466-4165,
Topsail—Paradise,MHA,Paul Dinn,Paul,Dinn,,Progressive Conservative Party of Newfoundland and Labrador,pauldinn@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/DinnPaul.aspx,,,,,,,constituency,,1 709 729-6670,
Torngat Mountains,MHA,Lela Evans,Lela,Evans,,Progressive Conservative Party of Newfoundland and Labrador,LelaEvans@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/EvansLela.aspx,,,,,,,constituency,,1 877 923-2471,
Virginia Waters—Pleasantville,MHA,Bernard Davis,Bernard,Davis,,Liberal Party of Newfoundland and Labrador,bernarddavis@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/DavisBernard.aspx,,,,,,,legislature,,1 709 729-4729,,constituency,,1 709 729-5980,
Waterford Valley,MHA,Tom Osborne,Tom,Osborne,,Liberal Party of Newfoundland and Labrador,tosborne@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/OsborneTom.aspx,,,,,,,legislature,,1 709 729-5040,,constituency,,1 709 729-4882,
Windsor Lake,MHA,Ches Crosbie,Ches,Crosbie,,Progressive Conservative Party of Newfoundland and Labrador,chescrosbie@gov.nl.ca,http://www.assembly.nl.ca/images/coat_of_arms.png,http://www.assembly.nl.ca/Members/YourMember/CrosbieChes.aspx,,,,,,,legislature,,1 709 729-3391,,constituency,,1 709 729-3529,
